Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
01/20/2015 6:40,ASSAULT,BATTERY,Tuesday,NORTHERN,NONE,2100 Block of BUCHANAN ST,-122.430714,37.78978855
01/20/2015 6:40,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,NORTHERN,NONE,2100 Block of BUCHANAN ST,-122.430714,37.78978855
01/20/2015 6:30,ASSAULT,BATTERY,Tuesday,NORTHERN,NONE,600 Block of EDDY ST,-122.4183602,37.7831499
01/20/2015 6:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,DORE ST / HOWARD ST,-122.4137703,37.77451581
01/20/2015 6:20,NON-CRIMINAL,FOUND PROPERTY,Tuesday,TENDERLOIN,NONE,EDDY ST / TAYLOR ST,-122.4109552,37.78413995
01/20/2015 6:15,ASSAULT,BATTERY,Tuesday,MISSION,"ARREST, BOOKED",24TH ST / FOLSOM ST,-122.414089,37.75250508
01/20/2015 6:05,OTHER OFFENSES,PUBLIC TRANSIT CRIMES - INFRACTIONS,Tuesday,INGLESIDE,"ARREST, BOOKED",600 Block of NAPLES ST,-122.4330408,37.71853452
01/20/2015 6:00,MISSING PERSON,MISSING ADULT,Tuesday,PARK,NONE,1400 Block of GROVE ST,-122.4404831,37.7755529
01/20/2015 6:00,MISSING PERSON,FOUND PERSON,Tuesday,PARK,NONE,1400 Block of GROVE ST,-122.4404831,37.7755529
01/20/2015 5:39,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,NORTHERN,"ARREST, BOOKED",WEBSTER ST / ELLIS ST,-122.4307985,37.78256956
01/20/2015 5:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,TENDERLOIN,NONE,300 Block of EDDY ST,-122.4129305,37.78383444
01/20/2015 4:35,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,NORTHERN,"ARREST, CITED",BROADWAY ST / VANNESS AV,-122.4234131,37.79573711
01/20/2015 4:13,ASSAULT,BATTERY,Tuesday,CENTRAL,NONE,300 Block of POWELL ST,-122.4083843,37.78782711
01/20/2015 4:13,ASSAULT,THREATS AGAINST LIFE,Tuesday,CENTRAL,NONE,300 Block of POWELL ST,-122.4083843,37.78782711
01/20/2015 4:10,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,PARK,NONE,MARKET ST / CASTRO ST,-122.4351877,37.76267028
01/20/2015 3:59,NON-CRIMINAL,AIDED CASE,Tuesday,NORTHERN,NONE,3100 Block of SCOTT ST,-122.4409579,37.79876821
01/20/2015 3:31,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,MISSION,"ARREST, BOOKED",900 Block of POTRERO AV,-122.4068704,37.75728959
01/20/2015 3:21,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,PARK,"ARREST, BOOKED",HAIGHT ST / STANYAN ST,-122.4535346,37.7691663
01/20/2015 3:21,WARRANTS,WARRANT ARREST,Tuesday,PARK,"ARREST, BOOKED",HAIGHT ST / STANYAN ST,-122.4535346,37.7691663
01/20/2015 3:21,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Tuesday,PARK,"ARREST, BOOKED",HAIGHT ST / STANYAN ST,-122.4535346,37.7691663
01/20/2015 3:18,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,SOUTHERN,NONE,MISSION ST / 13TH ST,-122.4200102,37.77010993
01/20/2015 3:01,ARSON,ARSON,Tuesday,SOUTHERN,NONE,0 Block of 6TH ST,-122.4095043,37.78152627
01/20/2015 3:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,RICHMOND,NONE,400 Block of CLEMENT ST,-122.4638941,37.78290926
01/20/2015 3:00,TRESPASS,TRESPASSING,Tuesday,TARAVAL,NONE,1500 Block of SLOAT BL,-122.4897062,37.73422132
01/20/2015 2:45,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Tuesday,CENTRAL,NONE,JONES ST / SUTTER ST,-122.4135448,37.78859738
01/20/2015 2:45,ASSAULT,BATTERY,Tuesday,CENTRAL,NONE,JONES ST / SUTTER ST,-122.4135448,37.78859738
01/20/2015 2:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Tuesday,TARAVAL,NONE,800 Block of ULLOA ST,-122.4654299,37.74077259
01/20/2015 1:30,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,NORTHERN,NONE,VALLEJO ST / LARKIN ST,-122.4203206,37.79710702
01/20/2015 1:30,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,MISSION,"ARREST, BOOKED",2100 Block of MISSION ST,-122.4194244,37.76323239
01/20/2015 1:30,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,MISSION,"ARREST, BOOKED",2100 Block of MISSION ST,-122.4194244,37.76323239
01/20/2015 1:30,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Tuesday,MISSION,"ARREST, BOOKED",2100 Block of MISSION ST,-122.4194244,37.76323239
01/20/2015 1:20,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Tuesday,INGLESIDE,"ARREST, BOOKED",AVALON AV / PARIS ST,-122.4309645,37.72692497
01/20/2015 1:20,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Tuesday,INGLESIDE,"ARREST, BOOKED",AVALON AV / PARIS ST,-122.4309645,37.72692497
01/20/2015 1:20,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Tuesday,INGLESIDE,"ARREST, BOOKED",AVALON AV / PARIS ST,-122.4309645,37.72692497
01/20/2015 1:08,OTHER OFFENSES,PROBATION VIOLATION,Tuesday,SOUTHERN,"ARREST, BOOKED",0 Block of 12TH ST,-122.4200014,37.77409486
01/20/2015 1:08,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Tuesday,SOUTHERN,"ARREST, BOOKED",0 Block of 12TH ST,-122.4200014,37.77409486
01/20/2015 1:08,OTHER OFFENSES,RESISTING ARREST,Tuesday,SOUTHERN,"ARREST, BOOKED",0 Block of 12TH ST,-122.4200014,37.77409486
01/20/2015 1:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,0 Block of HERMANN ST,-122.425963,37.77070812
01/20/2015 1:00,WEAPON LAWS,LOCATED EXPLOSIVE DEVICE,Tuesday,TARAVAL,UNFOUNDED,2100 Block of 15TH AV,-122.4717522,37.7478827
01/20/2015 1:00,ASSAULT,BATTERY WITH SERIOUS INJURIES,Tuesday,NORTHERN,NONE,1500 Block of WEBSTER ST,-122.4314371,37.78496657
01/20/2015 0:44,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,NORTHERN,"ARREST, BOOKED",MCALLISTER ST / POLK ST,-122.418601,37.78026075
01/20/2015 0:43,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,NORTHERN,"ARREST, BOOKED",900 Block of ELLIS ST,-122.4218355,37.78366538
01/20/2015 0:43,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,NORTHERN,"ARREST, BOOKED",900 Block of ELLIS ST,-122.4218355,37.78366538
01/20/2015 0:30,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,CENTRAL,"ARREST, BOOKED",800 Block of GEARY ST,-122.4172733,37.78614939
01/20/2015 0:30,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Tuesday,CENTRAL,"ARREST, BOOKED",800 Block of GEARY ST,-122.4172733,37.78614939
01/20/2015 0:30,STOLEN PROPERTY,"STOLEN ACCESS CARD, POSSESSION",Tuesday,CENTRAL,"ARREST, BOOKED",800 Block of GEARY ST,-122.4172733,37.78614939
01/20/2015 0:30,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,CENTRAL,"ARREST, BOOKED",800 Block of GEARY ST,-122.4172733,37.78614939
01/20/2015 0:30,WARRANTS,WARRANT ARREST,Tuesday,CENTRAL,"ARREST, BOOKED",800 Block of GEARY ST,-122.4172733,37.78614939
01/20/2015 0:30,FRAUD,FRAUDULENT CREDIT APPLICATION,Tuesday,CENTRAL,"ARREST, BOOKED",800 Block of GEARY ST,-122.4172733,37.78614939
01/20/2015 0:10,LARCENY/THEFT,PETTY THEFT AUTO STRIP,Tuesday,TENDERLOIN,NONE,0 Block of UNITEDNATIONS PZ,-122.4143122,37.77983392
01/20/2015 0:01,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Tuesday,CENTRAL,NONE,500 Block of GEARY ST,-122.4127773,37.78683439
01/20/2015 0:01,NON-CRIMINAL,COURTESY REPORT,Tuesday,RICHMOND,UNFOUNDED,400 Block of 2ND AV,-122.4599978,37.78022639
01/20/2015 0:01,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,INGLESIDE,NONE,MISSION ST / GENEVA AV,-122.4410181,37.71645868
01/20/2015 0:01,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",Tuesday,CENTRAL,NONE,1400 Block of STOCKTON ST,-122.4090315,37.79925319
01/20/2015 0:01,OTHER OFFENSES,FALSE PERSONATION,Tuesday,RICHMOND,UNFOUNDED,400 Block of 2ND AV,-122.4599978,37.78022639
01/20/2015 0:01,NON-CRIMINAL,CASE CLOSURE,Tuesday,RICHMOND,UNFOUNDED,400 Block of 2ND AV,-122.4599978,37.78022639
01/20/2015 0:01,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,MISSION,NONE,2700 Block of MARIPOSA ST,-122.4107296,37.76294571
01/20/2015 0:01,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,INGLESIDE,NONE,100 Block of HAHN ST,-122.4155872,37.71267581
01/19/2015 23:57,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.4132375,37.78284302
01/19/2015 23:57,ARSON,ARSON,Monday,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.4132375,37.78284302
01/19/2015 23:57,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Monday,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.4132375,37.78284302
01/19/2015 23:55,ASSAULT,THREATS AGAINST LIFE,Monday,TENDERLOIN,NONE,600 Block of ELLIS ST,-122.4169161,37.78439445
01/19/2015 23:55,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,0 Block of WRIGHT ST,-122.4055037,37.74746723
01/19/2015 23:51,ARSON,ARSON,Monday,CENTRAL,NONE,1000 Block of BUSH ST,-122.4145549,37.78936834
01/19/2015 23:47,MISSING PERSON,MISSING ADULT,Monday,SOUTHERN,NONE,400 Block of 7TH ST,-122.4051182,37.77465348
01/19/2015 23:45,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,TARAVAL,"ARREST, BOOKED",1500 Block of 25TH AV,-122.4831565,37.75860135
01/19/2015 23:45,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Monday,TARAVAL,"ARREST, BOOKED",1500 Block of 25TH AV,-122.4831565,37.75860135
01/19/2015 23:39,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Monday,MISSION,"ARREST, BOOKED",2600 Block of 21ST ST,-122.4082081,37.75773276
01/19/2015 23:30,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.4119658,37.78491419
01/19/2015 23:27,ARSON,ARSON OF A VEHICLE,Monday,INGLESIDE,NONE,300 Block of SUNRISE WY,-122.415721,37.70969063
01/19/2015 23:27,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,SOUTHERN,NONE,0 Block of LANGTON ST,-122.4092025,37.77689582
01/19/2015 23:22,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,MISSION,"ARREST, BOOKED",2100 Block of MISSION ST,-122.4194705,37.76227017
01/19/2015 23:15,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,SOUTHERN,"ARREST, BOOKED",0 Block of ISIS ST,-122.4146837,37.77011144
01/19/2015 23:15,KIDNAPPING,FALSE IMPRISONMENT,Monday,SOUTHERN,"ARREST, BOOKED",0 Block of ISIS ST,-122.4146837,37.77011144
01/19/2015 23:05,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
01/19/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,20TH AV / ANZA ST,-122.4792393,37.77840677
01/19/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,300 Block of BRADFORD ST,-122.4097934,37.7372606
01/19/2015 23:00,ASSAULT,THREATS AGAINST LIFE,Monday,SOUTHERN,"ARREST, BOOKED",1100 Block of HOWARD ST,-122.4113591,37.77649448
01/19/2015 23:00,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Monday,SOUTHERN,"ARREST, BOOKED",1100 Block of HOWARD ST,-122.4113591,37.77649448
01/19/2015 22:46,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS W/PRIORS,Monday,SOUTHERN,"ARREST, BOOKED",500 Block of NATOMA ST,-122.4093252,37.77881574
01/19/2015 22:46,WARRANTS,WARRANT ARREST,Monday,SOUTHERN,"ARREST, BOOKED",500 Block of NATOMA ST,-122.4093252,37.77881574
01/19/2015 22:46,NON-CRIMINAL,FOUND PROPERTY,Monday,SOUTHERN,"ARREST, BOOKED",500 Block of NATOMA ST,-122.4093252,37.77881574
01/19/2015 22:45,ROBBERY,ATTEMPTED ROBBERY WITH A GUN,Monday,BAYVIEW,NONE,500 Block of BLANKEN AV,-122.3968844,37.71114742
01/19/2015 22:45,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,BAYVIEW,NONE,500 Block of BLANKEN AV,-122.3968844,37.71114742
01/19/2015 22:35,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,SOUTHERN,NONE,7TH ST / MARKET ST,-122.4125153,37.78047775
01/19/2015 22:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,MISSION,NONE,17TH ST / MISSION ST,-122.4195157,37.76342923
01/19/2015 22:30,NON-CRIMINAL,AIDED CASE,Monday,MISSION,NONE,3400 Block of 22ND ST,-122.4240377,37.75506525
01/19/2015 22:30,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,MISSION,NONE,3400 Block of 22ND ST,-122.4240377,37.75506525
01/19/2015 22:30,VEHICLE THEFT,STOLEN TRUCK,Monday,CENTRAL,NONE,1300 Block of HYDE ST,-122.4177808,37.79326079
01/19/2015 22:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,NONE,LUCY ST / WILLIAMS AV,-122.3935831,37.72939966
01/19/2015 22:30,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,BAYVIEW,NONE,LUCY ST / WILLIAMS AV,-122.3935831,37.72939966
01/19/2015 22:25,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,LOMBARD ST / STOCKTON ST,-122.4097539,37.80323664
01/19/2015 22:07,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,INGLESIDE,"ARREST, BOOKED",MISSION ST / RANDALL ST,-122.4235807,37.73988496
01/19/2015 22:07,WARRANTS,WARRANT ARREST,Monday,INGLESIDE,"ARREST, BOOKED",MISSION ST / RANDALL ST,-122.4235807,37.73988496
01/19/2015 22:07,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,INGLESIDE,"ARREST, BOOKED",MISSION ST / RANDALL ST,-122.4235807,37.73988496
01/19/2015 22:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,CENTRAL,NONE,200 Block of WASHINGTON ST,-122.3993414,37.79608323
01/19/2015 22:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,NORTHERN,NONE,1100 Block of POLK ST,-122.4199083,37.78707667
01/19/2015 22:00,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Monday,PARK,NONE,1500 Block of FULTON ST,-122.4423152,37.7762743
01/19/2015 22:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,CLAY ST / FILLMORE ST,-122.434205,37.79071052
01/19/2015 22:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,MISSION,NONE,CAPP ST / ADAIR ST,-122.4186363,37.76568504
01/19/2015 22:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,"ARREST, BOOKED",0 Block of VIENNA ST,-122.4249212,37.7276742
01/19/2015 22:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,INGLESIDE,"ARREST, BOOKED",0 Block of VIENNA ST,-122.4249212,37.7276742
01/19/2015 22:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,PARK,NONE,CENTRAL AV / GOLDEN GATE AV,-122.4451568,37.77788626
01/19/2015 22:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,GREENWICH ST / BRODERICK ST,-122.4441406,37.79789788
01/19/2015 21:55,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / JONES ST,-122.4127841,37.78486569
01/19/2015 21:45,ROBBERY,"ROBBERY, ARMED WITH A GUN",Monday,NORTHERN,NONE,1200 Block of POLK ST,-122.4201903,37.78846959
01/19/2015 21:45,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,Monday,NORTHERN,NONE,1200 Block of POLK ST,-122.4201903,37.78846959
01/19/2015 21:40,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,MISSION,NONE,2300 Block of MARKET ST,-122.434229,37.76348501
01/19/2015 21:30,NON-CRIMINAL,LOST PROPERTY,Monday,NORTHERN,NONE,1500 Block of VANNESS AV,-122.4220627,37.78992
01/19/2015 21:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,300 Block of FULTON ST,-122.4225365,37.77879588
01/19/2015 21:16,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,BAYVIEW,NONE,1100 Block of FITZGERALD AV,-122.3904407,37.72041708
01/19/2015 21:03,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,BAYVIEW,NONE,600 Block of 20TH ST,-122.3880773,37.76057482
01/19/2015 21:00,OTHER OFFENSES,RESISTING ARREST,Monday,BAYVIEW,NONE,1600 Block of WALLACE AV,-122.3920608,37.72794794
01/19/2015 21:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,BAYVIEW,NONE,1600 Block of WALLACE AV,-122.3920608,37.72794794
01/19/2015 21:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,300 Block of 14TH AV,-122.472982,37.78157076
01/19/2015 21:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Monday,RICHMOND,NONE,300 Block of 14TH AV,-122.472982,37.78157076
01/19/2015 21:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,RICHMOND,NONE,300 Block of 14TH AV,-122.472982,37.78157076
01/19/2015 21:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,PARK,NONE,1700 Block of TURK ST,-122.4383239,37.77965587
01/19/2015 21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,0 Block of TOPAZ WY,-122.4365496,37.74149945
01/19/2015 21:00,NON-CRIMINAL,LOST PROPERTY,Monday,INGLESIDE,NONE,1800 Block of SAN JOSE AV,-122.4405842,37.72833954
01/19/2015 21:00,VEHICLE THEFT,STOLEN TRUCK,Monday,BAYVIEW,NONE,900 Block of JAMESTOWN AV,-122.3930388,37.7182677
01/19/2015 21:00,OTHER OFFENSES,FALSE PERSONATION,Monday,INGLESIDE,NONE,1800 Block of SAN JOSE AV,-122.4405842,37.72833954
01/19/2015 21:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,BAYVIEW,NONE,600 Block of 20TH ST,-122.3880773,37.76057482
01/19/2015 20:57,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,TARAVAL,NONE,3200 Block of TARAVAL ST,-122.5008744,37.74187922
01/19/2015 20:54,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,RICHMOND,NONE,800 Block of LA PLAYA ST,-122.5098954,37.7723132
01/19/2015 20:46,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,1500 Block of WASHINGTON ST,-122.4187619,37.7935191
01/19/2015 20:45,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,RICHMOND,NONE,CALIFORNIA ST / SPRUCE ST,-122.4534069,37.78641642
01/19/2015 20:45,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,SOUTHERN,NONE,HARRISON ST / 11TH ST,-122.4124833,37.77063059
01/19/2015 20:40,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,GEARY BL / 22ND AV,-122.4815165,37.78022271
01/19/2015 20:38,OTHER OFFENSES,RESISTING ARREST,Monday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012
01/19/2015 20:38,ASSAULT,BATTERY,Monday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012
01/19/2015 20:38,DISORDERLY CONDUCT,"DISTURBING THE PEACE, FIGHTING",Monday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012
01/19/2015 20:33,DRUG/NARCOTIC,FORGE OR ALTER PRESCRIPTION,Monday,MISSION,NONE,1100 Block of POTRERO AV,-122.4063243,37.75363225
01/19/2015 20:33,DRUG/NARCOTIC,"PRESCRIPTION, FORGE OR ALTER (4390 B&P)",Monday,MISSION,NONE,1100 Block of POTRERO AV,-122.4063243,37.75363225
01/19/2015 20:30,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,BAYVIEW,NONE,1600 Block of WALLACE AV,-122.3920608,37.72794794
01/19/2015 20:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,1700 Block of POST ST,-122.4305793,37.78541211
01/19/2015 20:30,TRESPASS,TRESPASSING,Monday,CENTRAL,"ARREST, BOOKED",100 Block of JEFFERSON ST,-122.41501,37.80836982
01/19/2015 20:30,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Monday,MISSION,NONE,900 Block of SHOTWELL ST,-122.4151758,37.75322534
01/19/2015 20:21,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,CENTRAL,NONE,900 Block of BUSH ST,-122.412929,37.78968683
01/19/2015 20:20,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,BAYVIEW,"ARREST, BOOKED",1600 Block of WALLACE AV,-122.3920608,37.72794794
01/19/2015 20:01,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,TENDERLOIN,UNFOUNDED,JONES ST / ELLIS ST,-122.4127841,37.78486569
01/19/2015 20:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,PARK,NONE,1700 Block of FULTON ST,-122.4456525,37.77596127
01/19/2015 20:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Monday,MISSION,NONE,800 Block of GUERRERO ST,-122.4234831,37.75715853
01/19/2015 20:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,CENTRAL,NONE,400 Block of POST ST,-122.4092561,37.7882399
01/19/2015 20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,JEFFERSON ST / LEAVENWORTH ST,-122.4190877,37.80780155
01/19/2015 20:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,PARK,UNFOUNDED,1300 Block of HAYES ST,-122.4386374,37.77482882
01/19/2015 20:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,TURK ST / POLK ST,-122.4189964,37.78216891
01/19/2015 20:00,NON-CRIMINAL,CASE CLOSURE,Monday,PARK,UNFOUNDED,1300 Block of HAYES ST,-122.4386374,37.77482882
01/19/2015 20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,100 Block of PIERCE ST,-122.4335744,37.77123936
01/19/2015 20:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,BAYVIEW,NONE,MISSIONROCK ST / 3RD ST,-122.3897312,37.7730989
01/19/2015 20:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,INGLESIDE,NONE,FRANCE AV / MOSCOW ST,-122.4311526,37.71659337
01/19/2015 19:55,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,CENTRAL,NONE,2600 Block of JONES ST,-122.416916,37.80569425
01/19/2015 19:54,OTHER OFFENSES,HARASSING PHONE CALLS,Monday,RICHMOND,NONE,2800 Block of JACKSON ST,-122.4420177,37.79157664
01/19/2015 19:41,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,CENTRAL,NONE,200 Block of POST ST,-122.4060218,37.78864912
01/19/2015 19:35,ASSAULT,BATTERY WITH SERIOUS INJURIES,Monday,PARK,NONE,HAIGHT ST / ASHBURY ST,-122.4469333,37.7700062
01/19/2015 19:25,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.3655654,37.8096707
01/19/2015 19:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
01/19/2015 19:15,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Monday,PARK,NONE,600 Block of LYON ST,-122.4431602,37.77671289
01/19/2015 19:15,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, FORCIBLE ENTRY",Monday,PARK,NONE,600 Block of LYON ST,-122.4431602,37.77671289
01/19/2015 19:00,VEHICLE THEFT,STOLEN TRUCK,Monday,TARAVAL,NONE,300 Block of MONTICELLO ST,-122.4706966,37.72066145
01/19/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,2300 Block of PINE ST,-122.4344969,37.78789795
01/19/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,CALIFORNIA ST / STEINER ST,-122.4354886,37.7886952
01/19/2015 19:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,BAYVIEW,NONE,0 Block of GOETTINGEN ST,-122.408213,37.73101274
01/19/2015 19:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,BAYVIEW,NONE,ILLINOIS ST / 22ND ST,-122.3873163,37.75800217
